#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;POSEPOCH;;BINARY;;BINCOMP;;
;;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(MJD);;(type);;;;
865;J1400-1431;rsm+13;14:00:37.00361;1.5e-04;skm+17;-14:31:47.045;6.1e-03;skm+17;17;2.1e+00;*;-55;5.6e+00;*;56960.0;skm+17;ELL1;skm+17;He[skm+17];*;
866;J1400+21;ttm18;14:00:18;3.0e+01;ttm18;+21:27;1.5e+01;ttm18;*;0;*;*;0;*;*;*;*;*;*;*;
867;J1400-6325;rmg+10;14:00:45.69;1.0e-01;tcr+09;-63:25:42.6;7.0e-01;tcr+09;*;0;*;*;0;*;55105.00;*;*;*;*;*;
868;J1401-6357;mlt+78;14:01:52.45;1.0e-02;lbs+20;-63:57:42.0;1.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
869;J1402+13;aab+22;14:03:00;0;aab+22;+13:09:12;0;aab+22;*;0;*;*;0;*;*;*;*;*;*;*;
870;J1402-5021;vl70;14:02:56.0;2.0e-01;lbs+20;-50:21:43;4.9e+01;lbs+20;*;0;*;*;0;*;58657.41;*;*;*;*;*;
871;J1403-0314;mbc+19;14:03:41;0;mbc+19;-03:15:28;0;mbc+19;*;0;*;*;0;*;56656.00;*;*;*;*;*;
872;J1403-6310;kbm+03;14:03:14.0;2.0e-01;kbm+03;-63:10:27;1.0e+00;kbm+03;*;0;*;*;0;*;51341.00;*;*;*;*;*;
873;J1403-7646;lml+98;14:03:04.1;2.0e-01;dsb+98;-76:46:57.5;6.0e-01;dsb+98;*;0;*;*;0;*;49526.44;*;*;*;*;*;
874;J1404+1159;cha03;14:04:36.987;8.0e-03;mbc+20;+11:59:16.0;2.0e-01;mbc+20;*;0;*;*;0;*;57820;mbc+20;*;*;*;*;
875;J1405-4656;btb+15;14:05:21.4255;8.0e-04;btb+15;-46:56:02.31;1.0e-02;btb+15;-44;6.0e+00;btb+15;20;1.0e+01;btb+15;55692.70;*;ELL1;btb+15;He[btb+15];*;
876;J1405-5641;lfl+06;14:05:12.41;4.0e-02;lfl+06;-56:41:24.2;7.0e-01;lfl+06;*;0;*;*;0;*;52898.00;*;*;*;*;*;
877;J1406-4233;kbj+18;14:06:04.79;3.0e-02;sfj+20;-42:33:20.6;3.0e-01;sfj+20;*;0;*;*;0;*;56846;sfj+20;*;*;*;*;
878;J1406-5806;kbm+03;14:06:01.2;2.0e-01;kbm+03;-58:06:32;1.0e+00;kbm+03;*;0;*;*;0;*;51730.00;*;*;*;*;*;
879;J1406-6121;mlc+01;14:06:50.04;6.0e-02;mlc+01;-61:21:27.9;6.0e-01;mlc+01;*;0;*;*;0;*;51111.00;*;*;*;*;*;
880;J1407-6048;mlc+01;14:07:58.64;1.3e-01;mlc+01;-60:48:58.8;1.2e+00;mlc+01;*;0;*;*;0;*;51161.00;*;*;*;*;*;
881;J1407-6153;mlc+01;14:07:56.5;5.0e-01;mlc+01;-61:53:59;6.0e+00;mlc+01;*;0;*;*;0;*;51093.00;*;*;*;*;*;
882;J1409-6953;bbb+12;14:09:16.9;1.0e-01;bbb+12;-69:53:34.4;5.0e-01;bbb+12;*;0;*;*;0;*;55191.00;*;*;*;*;*;
883;J1410-6132;ojk+08;14:10:23.591;3.0e-03;aab+22;-61:32:08.15;4.0e-02;aab+22;*;0;*;*;0;*;54357.30;*;*;*;*;*;
884;J1410-7404;eb01b;14:10:07.370;5.0e-03;eb01b;-74:04:53.32;2.0e-02;eb01b;*;0;*;*;0;*;51460.00;*;*;*;*;*;
885;J1411+2551;msf+17;14:11:18.866;3.0e-03;msf+17;+25:51:08.39;7.0e-02;msf+17;-3;1.2e+01;msf+17;-4;9.0e+00;msf+17;57617.00;*;DD;msf+17;NS[msf+17];*;
886;J1412-6111;mlc+01;14:12:59.62;1.3e-01;mlc+01;-61:11:30.5;7.0e-01;mlc+01;*;0;*;*;0;*;51031.00;*;*;*;*;*;
887;J1412-6145;mlc+01;14:12:07.63;1.0e-01;psj+19;-61:45:28.48;8.0e-02;psj+19;*;0;*;*;0;*;55363;psj+19;*;*;*;*;
888;J1412+7922;zhi+11;14:12:55.867;3.8e-02;hg15;+79:22:03.895;7.6e-02;hg15;-40;3.0e+01;hg15;-56;2.1e+01;hg15;55449.5;hg15;*;*;*;*;
889;J1413-6141;kbm+03;14:13:09.87;9.0e-02;kbm+03;-61:41:13;1.0e+00;kbm+03;*;0;*;*;0;*;51500.00;*;*;*;*;*;
890;J1413-6205;sdz+10;14:13:29.9;1.0e-01;sdz+10;-62:05:38;1.0e+00;sdz+10;*;0;*;*;0;*;54800.00;*;*;*;*;*;
891;J1413-6222;mlc+01;14:13:05.47;8.0e-02;mlc+01;-62:22:27.8;1.1e+00;mlc+01;*;0;*;*;0;*;51092.00;*;*;*;*;*;
892;J1413-6307;jlm+92;14:13:31.316;8.0e-03;jml+95;-63:07:35.45;7.0e-02;jml+95;*;0;*;*;0;*;48375.50;*;*;*;*;*;
893;J1414-6802;ebvb01;14:14:25.7;1.0e-01;ebvb01;-68:02:58;1.0e+00;ebvb01;*;0;*;*;0;*;51650.00;*;*;*;*;*;
894;J1415-6621;ebvb01;14:15:31.27;3.0e-02;hfs+04;-66:21:12.2;3.0e-01;hfs+04;*;0;*;*;0;*;51396.18;*;*;*;*;*;
895;J1416-5033;bbb+12;14:16:44.6;2.0e-01;bbb+12;-50:33:17;3.0e+00;bbb+12;*;0;*;*;0;*;55337.00;*;*;*;*;*;
896;J1416-6037;mlc+01;14:16:30.59;1.6e-01;mlc+01;-60:37:59.5;9.0e-01;mlc+01;*;0;*;*;0;*;51031.00;*;*;*;*;*;
897;J1417-4402;crr+16;14:17:30.60;9.0e-02;scc+15;-44:02:57.4;9.0e-01;scc+15;-4.70;1.0e-01;jkc+18;-5.10;8.7e-01;jkc+18;57022.00;*;ELL1;crr+16;MS[scc+15];*;
898;J1418-3921;mld+96;14:18:50.283;5.0e-03;dsb+98;-39:21:18.51;1.0e-01;dsb+98;*;0;*;*;0;*;49014.00;*;*;*;*;*;
899;J1418-5945;kbm+03;14:18:32.3;4.0e-01;kbm+03;-59:45:00;3.0e+00;kbm+03;*;0;*;*;0;*;51668.00;*;*;*;*;*;
900;J1418-6058;aaa+09c;14:18:42.7;1.0e-01;rkp+11;-60:57:49;2.0e+00;rkp+11;*;0;*;*;0;*;54944.00;*;*;*;*;*;
901;J1420-5416;mlt+78;14:20:29.11;1.0e-02;lbs+20;-54:16:22.7;1.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
902;J1420-5625;hfs+04;14:20:03.062;3.0e-03;hfs+04;-56:25:55.00;3.0e-02;hfs+04;*;0;*;*;0;*;52558.00;*;BT;hfs+04;CO(?)[hfs+04];*;
903;J1420-6048;dkm+01;14:20:08.237;1.6e-02;dkm+01;-60:48:16.43;1.5e-01;dkm+01;*;0;*;*;0;*;51600.00;*;*;*;*;*;
904;J1421-4409;kbj+18;14:21:20.96387;5.0e-05;sfj+20;-44:09:04.553;1.0e-03;sfj+20;-11.6;4.0e-01;sfj+20;-7.9;8.0e-01;sfj+20;57775.4;sfj+20;ELL1;sfj+20;He(?)[tau19];*;
905;J1422-6138;pga+13;14:22:28.297;3.0e-03;aab+22;-61:38:28.32;4.0e-02;aab+22;*;0;*;*;0;*;55214.00;*;*;*;*;*;
906;J1423-6953;ebvb01;14:23:26.79;2.0e-02;jbo+09;-69:53:42.82;8.0e-02;jbo+09;*;0;*;*;0;*;53000.00;*;*;*;*;*;
907;J1424-5556;hfs+04;14:24:12.76;3.0e-02;hfs+04;-55:56:13.9;3.0e-01;hfs+04;*;0;*;*;0;*;52260.00;*;*;*;*;*;
908;J1424-56;kle+10;14:24:23;5.0e+01;bbj+11;-56:40:47;4.2e+02;bbj+11;*;0;*;*;0;*;54831.00;*;*;*;*;*;
909;J1424-5822;kbm+03;14:24:32.130;8.0e-03;lbs+20;-58:22:55.7;1.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
910;J1424-6438;kbm+03;14:24:59.2;2.0e-01;kbm+03;-64:38:10.0;9.0e-01;kbm+03;*;0;*;*;0;*;51780.00;*;*;*;*;*;
911;J1425-5723;kbm+03;14:25:36.56;3.0e-02;kbm+03;-57:23:30.8;4.0e-01;kbm+03;*;0;*;*;0;*;51468.00;*;*;*;*;*;
912;J1425-5759;kbm+03;14:25:59.11;7.0e-02;kbm+03;-57:59:10.2;9.0e-01;kbm+03;*;0;*;*;0;*;51496.00;*;*;*;*;*;
913;J1425-6210;mlc+01;14:25:07.7;3.0e-01;mlc+01;-62:10:04.9;1.0e+00;mlc+01;*;0;*;*;0;*;51031.00;*;*;*;*;*;
914;J1426+52;scb+19;14:27:00;1.8e+01;scb+19;+52:10;3.0e+00;scb+19;*;0;*;*;0;*;*;*;*;*;*;*;
915;J1427-4158;jbo+09;14:27:50.770;9.0e-03;jbo+09;-41:58:56.3;3.0e-01;jbo+09;*;0;*;*;0;*;53000.00;*;*;*;*;*;
916;J1428-5530;mlt+78;14:28:26.240;3.0e-03;lbs+20;-55:30:50.06;4.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
917;J1429-5911;sdz+10;14:29:58.6;1.0e-01;sdz+10;-59:11:36.6;7.0e-01;sdz+10;*;0;*;*;0;*;54800.00;*;*;*;*;*;
918;J1429-5935;mlc+01;14:29:25.90;1.0e-01;mlc+01;-59:35:58.9;1.2e+00;mlc+01;*;0;*;*;0;*;51232.00;*;*;*;*;*;
919;J1430+22;mss+20;14:30:01;0.0e+00;mss+20;+22:24:23;0.0e+00;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
920;J1430-5712;ccb+20;14:30:16.17;2.0e-02;ccb+20;-57:12:31.4;2.0e-01;ccb+20;*;0;*;*;0;*;57562.00;*;*;*;*;*;
921;J1430-6623;lvw68;14:30:40.735;2.0e-03;jbv+19;-66:23:05.55;1.0e-02;jbv+19;-31;5.0e+00;bmk+90b;-21;3.0e+00;bmk+90b;57600;jbv+19;*;*;*;*;
922;J1431-4715;btb+15;14:31:44.6177;2.0e-04;btb+15;-47:15:27.574;4.0e-03;btb+15;-12.01;3.3e-01;jkc+18;-14.51;2.6e-01;jkc+18;55756.10;*;ELL1;btb+15;MS[ssc+19];*;
923;J1431-5740;bbb+13;14:31:03.4953;3.0e-04;bbb+13;-57:40:11.670;4.0e-03;bbb+13;*;0;*;*;0;*;55865.00;*;BT;bbb+13;He[bbb+13];*;
924;J1431-6328;kdl+19;14:13:21.23;6.0e-02;kdl+19;-63:28:08.6;4.0e-01;kdl+19;*;0;*;*;0;*;58622.35;*;*;*;*;*;
925;J1432-5032;kjv+10;14:32:52.27;7.0e-02;bbb+12;-50:32:17.3;6.0e-01;bbb+12;*;0;*;*;0;*;54842.00;*;*;*;*;*;
926;J1433+00;dsm+16;14:33:30;1.1e+02;dsm+16;+00:28;8.0e+00;dsm+16;*;0;*;*;0;*;*;*;*;*;*;*;
927;J1433-6038;kel+09;14:33:13.18;6.0e-02;kel+09;-60:38:34.7;8.0e-01;kel+09;*;0;*;*;0;*;54087.90;*;*;*;*;*;
928;J1434-5943;ccb+20;14:34:58.31;2.0e-02;ccb+20;-59:43:41.6;2.0e-01;ccb+20;*;0;*;*;0;*;57530.00;*;*;*;*;*;
929;J1434-6006;kbm+03;14:34:05.3;2.0e-01;kbm+03;-60:06:29.0;9.0e-01;kbm+03;*;0;*;*;0;*;51396.00;*;*;*;*;*;
930;J1434-6029;mlc+01;14:34:39.1;3.0e-01;mlc+01;-60:29:49;3.0e+00;mlc+01;*;0;*;*;0;*;51137.00;*;*;*;*;*;
931;J1434+7257;slr+14;14:33:59.7370;9.0e-04;slr+14;+72:57:26.512;6.0e-03;slr+14;*;0;*;*;0;*;55891.00;*;*;*;*;*;
932;J1435-5954;hfs+04;14:35:00.208;1.0e-03;lbs+20;-59:54:49.5;1.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
933;J1435-6100;clm+01;14:35:20.2765;5.0e-04;clm+01;-61:00:57.956;7.0e-03;clm+01;*;0;*;*;0;*;51270.00;*;ELL1;clm+01;CO[clm+01];*;
934;J1437-5959;cng+09;14:37:01.91;3.0e-02;cng+09;-59:59:01.4;3.0e-01;cng+09;*;0;*;*;0;*;54827.00;*;*;*;*;*;
935;J1437-6146;hfs+04;14:37:15.31;9.0e-02;hfs+04;-61:46:02.0;8.0e-01;hfs+04;*;0;*;*;0;*;51614.00;*;*;*;*;*;
936;J1439-5501;fsk+04;14:39:39.7420;4.0e-04;lfl+06;-55:01:23.621;6.0e-03;lfl+06;*;0;*;*;0;*;53200.00;*;ELL1;lfl+06;CO[pld+13];*;
937;J1439+7655;kkl+15;14:39:22;0.0e+00;mss+20;+76:55:46;0.0e+00;mss+20;*;0;*;*;0;*;56657.00;*;*;*;*;*;
938;J1440-6344;mlt+78;14:40:31.26;2.0e-02;jbv+19;-63:44:48.4;2.0e-01;jbv+19;*;0;*;*;0;*;57600;jbv+19;*;*;*;*;
939;J1441-6137;kbm+03;14:41:44.3;1.0e-01;kbm+03;-61:37:24;2.0e+00;kbm+03;*;0;*;*;0;*;51670.00;*;*;*;*;*;
940;J1443-5122;kjv+10;14:43:26.97;6.0e-02;bbb+12;-51:22:26;1.0e+00;bbb+12;*;0;*;*;0;*;54800.00;*;*;*;*;*;
941;J1444-5941;mlc+01;14:44:46.5;3.0e-01;mlc+01;-59:41:19;3.0e+00;mlc+01;*;0;*;*;0;*;51137.00;*;*;*;*;*;
942;J1444-6026;mll+06;14:44:06.02;7.0e-02;mlk+09;-60:26:09.4;4.0e-01;mlk+09;*;0;*;*;0;*;53893.00;*;*;*;*;*;
943;J1446-4701;kjb+12;14:46:35.712054;7.5e-06;rsc+21;-47:01:26.78210;1.4e-04;rsc+21;-4.37;4.5e-02;*;-3.02;6.7e-02;*;56865;rsc+21;T2;rsc+21;UL[kjb+12];*;
944;J1447-5757;nie+20;14:47;0;nie+20;-57:57;0;nie+20;*;0;*;*;0;*;59293.00;*;*;*;*;*;
945;J1449-5846;kbm+03;14:49:25.43;6.0e-02;kbm+03;-58:46:40.4;7.0e-01;kbm+03;*;0;*;*;0;*;51507.00;*;*;*;*;*;
946;J1452-5851;mlc+01;14:52:52.60;1.0e-01;psj+19;-58:51:13.2;1.1e+00;psj+19;*;0;*;*;0;*;55367;psj+19;*;*;*;*;
947;J1452-6036;kbm+03;14:52:51.885;4.0e-03;jks21;-60:36:31.43;5.0e-02;jks21;*;0;*;*;0;*;58320.00;*;*;*;*;*;
948;J1453+1902;lmcs07;14:53:45.719363;1.6e-05;aab+21a;+19:02:12.1142;3.1e-04;aab+21a;0.9;2.1e-01;*;-10.9;3.8e-01;*;57206.00;aab+21a;*;*;*;*;
949;J1453-6413;lvw69a;14:53:32.665;6.0e-03;psj+19;-64:13:16.00;5.0e-02;psj+19;-16;1.0e+00;bmk+90b;-21.3;8.0e-01;bmk+90b;55433;psj+19;*;*;*;*;
950;J1454-5846;clm+01;14:54:10.908;3.0e-03;clm+01;-58:46:34.74;3.0e-02;clm+01;*;0;*;*;0;*;51300.00;*;BT;clm+01;CO[clm+01];*;
951;J1455-3330;lnl+95;14:55:47.970656;1.6e-05;aab+21a;-33:30:46.3869;4.8e-04;aab+21a;7.88;6.3e-02;*;-2.07;1.3e-01;*;55569.00;aab+21a;DD;aab+21a;He[lnl+95];*;
952;J1455-59;kek+13;14:55:06;3.0e+01;kek+13;-59:23;7.0e+00;kek+13;*;0;*;*;0;*;50841.70;*;*;*;*;*;
953;J1456-48;bcm+16;14:56;4.0e+00;bcm+16;-48:00;4.0e+01;bcm+16;*;0;*;*;0;*;56657.00;*;*;*;*;*;
954;J1456-6843;lvw68;14:55:59.923;3.0e-03;jbv+19;-68:43:39.50;2.0e-02;jbv+19;-39.5;4.0e-01;bmk+90b;-12.3;3.0e-01;bmk+90b;57600;jbv+19;*;*;*;*;
955;J1457-5122;mlt+78;14:57:40.093;8.0e-03;lbs+20;-51:22:54.9;1.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
956;J1457-5900;kbm+03;14:57:39.0;2.0e-01;kbm+03;-59:00:51;3.0e+00;kbm+03;*;0;*;*;0;*;51462.00;*;*;*;*;*;
957;J1457-5902;kbm+03;14:57:31.9;1.0e-01;kbm+03;-59:02:04;2.0e+00;kbm+03;*;0;*;*;0;*;51312.00;*;*;*;*;*;
958;J1459-6053;aaa+09c;14:59:29.99;6.0e-02;rkp+11;-60:53:20.7;4.0e-01;rkp+11;*;0;*;*;0;*;54935.00;*;*;*;*;*;
959;J1501-0046;lbr+13;15:01:44.9558;9.4e-03;lbr+13;-00:46:23.52;8.8e-01;lbr+13;*;0;*;*;0;*;55170.00;*;*;*;*;*;
960;J1501-5637;kbm+03;15:01:51.0;4.0e-01;kbm+03;-56:37:48;5.0e+00;kbm+03;*;0;*;*;0;*;51506.00;*;*;*;*;*;
961;J1502+28;ttm18;15:02:09;4.0e+01;ttm18;+28:13;1.5e+01;ttm18;*;0;*;*;0;*;*;*;*;*;*;*;
962;J1502+4653;ccl+21;15:02:19.83;1.0e-02;ccl+21;+46:53:27.4;1.0e-01;ccl+21;*;0;*;*;0;*;58645.00;*;*;*;*;*;
963;J1502-5653;hfs+04;15:02:57.389;1.1e-02;hfs+04;-56:53:39.21;1.2e-01;hfs+04;*;0;*;*;0;*;51780.00;*;*;*;*;*;
964;J1502-5828;kbm+03;15:02:43.8;3.0e-01;kbm+03;-58:28:42;6.0e+00;kbm+03;*;0;*;*;0;*;51297.00;*;*;*;*;*;
965;J1502-6128;kbm+03;15:02:29.84;5.0e-02;kbm+03;-61:28:50.3;5.0e-01;kbm+03;*;0;*;*;0;*;51708.00;*;*;*;*;*;
966;J1502-6752;kjb+12;15:02:18.615;2.0e-03;nbb+14;-67:52:16.759;1.8e-02;nbb+14;-6;9.0e+00;nbb+14;-14;1.6e+01;nbb+14;55421.20;*;ELL1;nbb+14;UL[kjb+12];*;
967;J1503+2111;clm+05;15:03:54.60;4.0e-02;clm+05;+21:11:09.3;5.0e-01;clm+05;*;0;*;*;0;*;52857.00;*;*;*;*;*;
968;J1504-5621;kbm+03;15:04:49.14;7.0e-02;kbm+03;-56:21:32;1.0e+00;kbm+03;*;0;*;*;0;*;51505.00;*;*;*;*;*;
969;J1504-5659;ccb+20;15:04:31.987;1.7e-02;ccb+20;-56:59:19.4;2.0e-01;ccb+20;*;0;*;*;0;*;57483.00;*;*;*;*;*;
970;J1505-25;mss+20;15:05;0.0e+00;mss+20;-25;0.0e+00;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
971;J1506-5158;mlt+78;15:06:39.5;7.0e-01;nmc81;-51:58:10;1.0e+01;nmc81;*;0;*;*;0;*;43613.68;*;*;*;*;*;
972;J1507-4352;mlt+78;15:07:34.175;4.0e-03;lbs+20;-43:52:04.05;1.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
973;J1507-5800;ccb+20;15:07:03.504;8.0e-03;ccb+20;-58:00:56.20;1.0e-01;ccb+20;*;0;*;*;0;*;57604.00;*;*;*;*;*;
974;J1507-6640;mlt+78;15:07:48.634;1.0e-03;lbs+20;-66:40:57.86;1.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
975;J1509+5531;htg+68;15:09:25.6298;1.0e-04;cbv+09;+55:31:32.394;2.0e-03;cbv+09;-73.64;5.0e-02;cbv+09;-62.65;9.0e-02;cbv+09;52275;cbv+09;*;*;*;*;
976;J1509-5850;kbm+03;15:09:27.156;7.0e-03;psj+19;-58:50:56.01;8.0e-02;psj+19;*;0;*;*;0;*;55378;psj+19;*;*;*;*;
977;J1509-6015;kbm+03;15:09:07.5;1.0e-01;kbm+03;-60:15:18.6;6.0e-01;kbm+03;*;0;*;*;0;*;51759.00;*;*;*;*;*;
978;J1510-4422;mlt+78;15:10:48.9;4.0e-01;nmc81;-44:22:07;6.0e+00;nmc81;*;0;*;*;0;*;43557.99;*;*;*;*;*;
979;J1511-5414;kbm+03;15:11:51.285;3.0e-03;lbs+20;-54:14:40.32;6.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
980;J1511-5835;kbm+03;15:11:07.0;3.0e-01;kbm+03;-58:35:28;1.0e+00;kbm+03;*;0;*;*;0;*;51397.00;*;*;*;*;*;
981;J1512-5431;kbm+03;15:12:05.7;2.0e-01;kbm+03;-54:31:19;3.0e+00;kbm+03;*;0;*;*;0;*;51709.00;*;*;*;*;*;
982;J1512-5759;jlm+92;15:12:43.04;1.0e-01;psj+19;-57:59:59.8;1.1e+00;psj+19;*;0;*;*;0;*;55383;psj+19;*;*;*;*;
983;J1513-2550;san16;15:13:23.32059;6.0e-05;san16;-25:50:31.285;3.0e-03;san16;*;0;*;*;0;*;56989.78;*;ELL1;san16;UL[san16];*;
984;J1513-5739;mlc+01;15:13:58.99;9.0e-02;mlc+01;-57:39:01.4;1.3e+00;mlc+01;*;0;*;*;0;*;51137.00;*;*;*;*;*;
985;J1513-5908;sh82;15:13:55.811;1.1e-02;psj+19;-59:08:09.60;8.0e-02;psj+19;*;0;*;*;0;*;55336;psj+19;*;*;*;*;
986;J1513-5946;kle+10;15:13:44.78;1.0e-02;kkl+11;-59:46:31.9;7.0e-01;kkl+11;*;0;*;*;0;*;54909.00;*;*;*;*;*;
987;J1513-6013;ccb+20;15:13:54.02;4.0e-02;ccb+20;-60:13:26.5;3.0e-01;ccb+20;*;0;*;*;0;*;57633.00;*;*;*;*;*;
988;J1514-4834;mlt+78;15:14:14.563;2.0e-03;lbs+20;-48:34:19.97;4.0e-02;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
989;J1514-4946;kcj+12;15:14:19.1141;1.0e-04;ckr+15;-49:46:15.516;5.0e-03;ckr+15;-0.3;3.2e+00;ckr+15;-30;6.6e+01;ckr+15;55520.00;*;ELL1;ckr+15;He[kcj+12];*;
990;J1514-5316;ccb+20;15:14:40.160;1.1e-02;ccb+20;-53:16:02.3;2.0e-01;ccb+20;*;0;*;*;0;*;57892.00;*;*;*;*;*;
991;J1514-5925;kbm+03;15:14:59.10;3.0e-02;psj+19;-59:25:43.5;3.0e-01;psj+19;*;0;*;*;0;*;55415;psj+19;*;*;*;*;
992;J1515-5720;kbm+03;15:15:09.23;1.4e-01;psj+19;-57:20:50.15;1.7e-01;psj+19;*;0;*;*;0;*;55380;psj+19;*;*;*;*;
993;J1516-43;brs+19;15:16:32.3;1.1e+00;brs+19;-43:20:00;1.0e+00;brs+19;*;0;*;*;0;*;57575.40;*;ELL1;brs+19;*;*;
994;J1517-313;srp+22;15:17:51;0;srp+22;-31:20;0;srp+22;*;0;*;*;0;*;*;*;*;*;*;*;
995;J1517-314;srp+22;15:17:51;0;srp+22;-31:20;0;srp+22;*;0;*;*;0;*;*;*;*;*;*;*;
996;J1517-32;mbc+19;15:17:01;0;mbc+19;-32:26:05;0;mbc+19;*;0;*;*;0;*;56387.00;*;*;*;*;*;
997;J1517-4356;ebvb01;15:17:27.34;1.0e-02;ebvb01;-43:56:17.9;2.0e-01;ebvb01;*;0;*;*;0;*;51500.00;*;*;*;*;*;
998;J1517-4636;kjv+10;15:17:29.376;9.0e-03;bbb+12;-46:36:00.6;2.0e-01;bbb+12;*;0;*;*;0;*;55210.00;*;*;*;*;*;
999;J1518+0204A;wakp89;15:18:33.3176;6.0e-04;awkp97;+02:05:27.55;3.0e-02;awkp97;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;48445.00;*;*;*;*;*;
1000;J1518+0204B;wakp89;15:18:31.458;3.0e-03;awkp97;+02:05:15.47;5.0e-02;awkp97;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;48445.00;*;BT;awkp97;He[hrs+07];*;
1001;J1518+0204C;hrs+07;15:18:32.788893;2.1e-05;prf+14;+02:04:47.8153;8.0e-04;prf+14;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;52850.00;*;ELL1;prf+14;He(?)[prf+14];*;
1002;J1518+0204D;hrs+07;15:18:33.2;0;har10a;+02:04:52;0;har10a;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;53735.00;*;BT;hrs+07;He[hrs+07];*;
1003;J1518+0204E;hrs+07;15:18:34;0;har96;+02:04:58;0;har96;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;53735.00;*;BT;hrs+07;He[hrs+07];*;
1004;J1518+0204F;pqm+21;15:18:33.2;0.0e+00;har10a;+02:04:52;0.0e+00;har10a;4.086;2.3e-02;vb21;-9.870;2.3e-02;vb21;*;*;*;*;*;*;
1005;J1518-0627;lbr+13;15:18:59.1104;8.0e-03;lbr+13;-06:27:07.70;6.6e-01;lbr+13;*;0;*;*;0;*;55170.00;*;*;*;*;*;
1006;J1518-3952;bsb+19;15:18:56.968;1.8e-02;bsb+19;-39:52:30.3;7.0e-01;bsb+19;*;0;*;*;0;*;56442.00;*;*;*;*;*;
1007;J1518+4904;nst96;15:18:16.799084;1.6e-05;jsk+08;+49:04:34.25119;1.6e-04;jsk+08;-0.67;4.0e-02;jsk+08;-8.53;4.0e-02;jsk+08;52000.00;*;DD;jsk+08;NS[jsk+08];*;
1008;J1518-5415;kel+09;15:18:13.50;1.0e-02;kel+09;-54:15:45.0;3.0e-01;kel+09;*;0;*;*;0;*;54220.60;*;*;*;*;*;
1009;J1519-5734;lfl+06;15:19:47.59;6.0e-02;lfl+06;-57:34:13.6;7.0e-01;lfl+06;*;0;*;*;0;*;53105.00;*;*;*;*;*;
1010;J1519-6106;lfl+06;15:19:35.81;1.1e-01;lfl+06;-61:06:54.6;1.2e+00;lfl+06;*;0;*;*;0;*;53048.00;*;*;*;*;*;
1011;J1519-6308;hfs+04;15:19:09.56;1.8e-01;hfs+04;-63:08:19.5;1.0e+00;hfs+04;*;0;*;*;0;*;52144.00;*;*;*;*;*;
1012;J1522-5525;kbm+03;15:22:06.7;1.0e-01;kbm+03;-55:25:17.5;9.0e-01;kbm+03;*;0;*;*;0;*;51097.00;*;*;*;*;*;
1013;J1522-5735;pga+13;15:22:05.3;1.0e-01;pga+13;-57:35:00;1.0e+00;pga+13;*;0;*;*;0;*;55250.00;*;*;*;*;*;
1014;J1522-5829;jlm+92;15:22:42.244;4.0e-03;lbs+20;-58:29:02.815;3.0e-03;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
1015;J1523-3235;sfj+20;15:23:37.70;2.0e-02;sfj+20;-32:35:42.1;5.0e-01;sfj+20;*;0;*;*;0;*;57934;sfj+20;*;*;*;*;
1016;J1524-20;mss+20;15:24:44;0.0e+00;mss+20;-20:59:21;0.0e+00;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
1017;J1524-5625;kbm+03;15:24:49.86;4.0e-02;kbm+03;-56:25:23.4;6.0e-01;kbm+03;*;0;*;*;0;*;51733.00;*;*;*;*;*;
1018;J1524-5706;kbm+03;15:24:21.42;1.2e-01;psj+19;-57:06:34.64;1.5e-01;psj+19;*;0;*;*;0;*;55383;psj+19;*;*;*;*;
1019;J1524-5819;kel+09;15:24:24.65;2.0e-02;kel+09;-58:19:14.1;4.0e-01;kel+09;*;0;*;*;0;*;54174.80;*;*;*;*;*;
1020;J1525-5417;kbm+03;15:25:28.35;6.0e-02;kbm+03;-54:17:20;1.0e+00;kbm+03;*;0;*;*;0;*;51463.00;*;*;*;*;*;
1021;J1525-5523;ncb+15;15:25:36.064;7.0e-03;ncb+15;-55:23:27.2;2.0e-01;ncb+15;*;0;*;*;0;*;55682.00;*;*;*;*;*;
